ranking,compass,distance,hypnagogia,complexity,xs_txt,ys_txt,zs_txt,rt_coord,rt_coord_brain,txt_prompt,lakota_prompt
"[0.7411993145942688, 0.7679806351661682, 0.7558379769325256, 0.7583975195884705, 0.7426350712776184, 0.7501626014709473, 0.735247790813446, 0.7535223364830017, 0.7614825963973999, 0.7571511268615723]",[163.95678176864067],"[2.7337050437927246, 2.016225814819336, 2.737034559249878, 2.326009511947632, 3.7297539710998535, 2.106081485748291, 3.508388042449951, 3.038499593734741, 1.0917142629623413, 3.659809112548828]",[-0.6541311272995208],[0.0645685901597788],"[16.02557373046875, 15.429803848266602, 14.84497356414795, 16.732608795166016, 14.12647819519043, 17.38605499267578, 15.429104804992676, 14.134870529174805, 16.546783447265625, 13.513870239257812]","[10.402596473693848, 9.843174934387207, 9.843827247619629, 12.923111915588379, 12.625826835632324, 11.340021133422852, 12.51551628112793, 11.072104454040527, 11.423064231872559, 11.307665824890137]","[-4.3884477615356445, -1.6593924760818481, -3.0472347736358643, -3.1896908283233643, -3.553931474685669, -3.9816501140594482, -4.637576103210449, -1.1167271137237549, -1.066544532775879, -2.7718892097473145]","[17.06171226501465, 10.996077537536621, -1.9293137788772583]","[17.032135009765625, 12.565508842468262, -2.368819236755371]","Vibrant forest, spiraling candy cane trees, luminous flora, ethereal mist, whimsical fauna, traditional motifs intertwined, pastel hues blending, dream-like atmosphere.","a lakota traditional symbol, with intricated colorful design, on a black backghround, made of the following elements, {\""astral travel\"": [0.24719524383544922], \""stardust in our bones\"": [0.2477375864982605], \""outer space\"": [0.24854618310928345], \""spiritual knowledge\"": [0.2506380081176758], \""transcendence\"": [0.25447314977645874]}"
"[0.7411993145942688, 0.7679806351661682, 0.7558379769325256, 0.7583975195884705, 0.7426350712776184, 0.7501626014709473, 0.735247790813446, 0.7535223364830017, 0.7614825963973999, 0.7571511268615723]",[163.90281144559037],"[2.7337050437927246, 2.016225814819336, 2.737034559249878, 2.326009511947632, 3.7297539710998535, 2.106081485748291, 3.508388042449951, 3.038499593734741, 1.0917142629623413, 3.659809112548828]",[-0.6528394838131215],[0.0645685901597788],"[16.02557373046875, 15.429803848266602, 14.84497356414795, 16.732608795166016, 14.12647819519043, 17.38605499267578, 15.429104804992676, 14.134870529174805, 16.546783447265625, 13.513870239257812]","[10.402596473693848, 9.843174934387207, 9.843827247619629, 12.923111915588379, 12.625826835632324, 11.340021133422852, 12.51551628112793, 11.072104454040527, 11.423064231872559, 11.307665824890137]","[-4.3884477615356445, -1.6593924760818481, -3.0472347736358643, -3.1896908283233643, -3.553931474685669, -3.9816501140594482, -4.637576103210449, -1.1167271137237549, -1.066544532775879, -2.7718892097473145]","[17.06171226501465, 10.996077537536621, -1.9293137788772583]","[17.032135009765625, 12.565508842468262, -2.368819236755371]","Vibrant forest, spiraling candy cane trees, luminous flora, ethereal mist, whimsical fauna, traditional motifs intertwined, pastel hues blending, dream-like atmosphere.","a lakota traditional symbol, with intricated colorful design, on a black backghround, made of the following elements, {\""astral travel\"": [0.24719524383544922], \""stardust in our bones\"": [0.2477375864982605], \""outer space\"": [0.24854618310928345], \""spiritual knowledge\"": [0.2506380081176758], \""transcendence\"": [0.25447314977645874]}"
"[0.7411993145942688, 0.7679806351661682, 0.7558379769325256, 0.7583975195884705, 0.7426350712776184, 0.7501626014709473, 0.735247790813446, 0.7535223364830017, 0.7614825963973999, 0.7571511268615723]",[174.3626560792817],"[2.7337050437927246, 2.016225814819336, 2.737034559249878, 2.326009511947632, 3.7297539710998535, 2.106081485748291, 3.508388042449951, 3.038499593734741, 1.0917142629623413, 3.659809112548828]",[-0.6528394838131215],[0.0645685901597788],"[16.02557373046875, 15.429803848266602, 14.84497356414795, 16.732608795166016, 14.12647819519043, 17.38605499267578, 15.429104804992676, 14.134870529174805, 16.546783447265625, 13.513870239257812]","[10.402596473693848, 9.843174934387207, 9.843827247619629, 12.923111915588379, 12.625826835632324, 11.340021133422852, 12.51551628112793, 11.072104454040527, 11.423064231872559, 11.307665824890137]","[-4.3884477615356445, -1.6593924760818481, -3.0472347736358643, -3.1896908283233643, -3.553931474685669, -3.9816501140594482, -4.637576103210449, -1.1167271137237549, -1.066544532775879, -2.7718892097473145]","[17.06171226501465, 10.996077537536621, -1.9293137788772583]","[17.032135009765625, 12.565508842468262, -2.368819236755371]","Vibrant forest, spiraling candy cane trees, luminous flora, ethereal mist, whimsical fauna, traditional motifs intertwined, pastel hues blending, dream-like atmosphere.","a lakota traditional symbol, with intricated colorful design, on a black backghround, made of the following elements, {\""astral travel\"": [0.24719524383544922], \""stardust in our bones\"": [0.2477375864982605], \""outer space\"": [0.24854618310928345], \""spiritual knowledge\"": [0.2506380081176758], \""transcendence\"": [0.25447314977645874]}"
"[0.7411993145942688, 0.7679806351661682, 0.7558379769325256, 0.7583975195884705, 0.7426350712776184, 0.7501626014709473, 0.735247790813446, 0.7535223364830017, 0.7614825963973999, 0.7571511268615723]",[174.35157464379483],"[2.7337050437927246, 2.016225814819336, 2.737034559249878, 2.326009511947632, 3.7297539710998535, 2.106081485748291, 3.508388042449951, 3.038499593734741, 1.0917142629623413, 3.659809112548828]",[-0.6807680608194043],[0.6389451538249842],"[16.02557373046875, 15.429803848266602, 14.84497356414795, 16.732608795166016, 14.12647819519043, 17.38605499267578, 15.429104804992676, 14.134870529174805, 16.546783447265625, 13.513870239257812]","[10.402596473693848, 9.843174934387207, 9.843827247619629, 12.923111915588379, 12.625826835632324, 11.340021133422852, 12.51551628112793, 11.072104454040527, 11.423064231872559, 11.307665824890137]","[-4.3884477615356445, -1.6593924760818481, -3.0472347736358643, -3.1896908283233643, -3.553931474685669, -3.9816501140594482, -4.637576103210449, -1.1167271137237549, -1.066544532775879, -2.7718892097473145]","[17.06171226501465, 10.996077537536621, -1.9293137788772583]","[17.032135009765625, 12.565508842468262, -2.368819236755371]","Vibrant forest, spiraling candy cane trees, luminous flora, ethereal mist, whimsical fauna, traditional motifs intertwined, pastel hues blending, dream-like atmosphere.","a lakota traditional symbol, with intricated colorful design, on a black backghround, made of the following elements, {\""astral travel\"": [0.24719524383544922], \""stardust in our bones\"": [0.2477375864982605], \""outer space\"": [0.24854618310928345], \""spiritual knowledge\"": [0.2506380081176758], \""transcendence\"": [0.25447314977645874]}"
"[0.7411993145942688, 0.7679806351661682, 0.7558379769325256, 0.7583975195884705, 0.7426350712776184, 0.7501626014709473, 0.735247790813446, 0.7535223364830017, 0.7614825963973999, 0.7571511268615723]",[174.35157464379483],"[2.7337050437927246, 2.016225814819336, 2.737034559249878, 2.326009511947632, 3.7297539710998535, 2.106081485748291, 3.508388042449951, 3.038499593734741, 1.0917142629623413, 3.659809112548828]",[-0.6793222172572794],[0.6389451538249842],"[16.02557373046875, 15.429803848266602, 14.84497356414795, 16.732608795166016, 14.12647819519043, 17.38605499267578, 15.429104804992676, 14.134870529174805, 16.546783447265625, 13.513870239257812]","[10.402596473693848, 9.843174934387207, 9.843827247619629, 12.923111915588379, 12.625826835632324, 11.340021133422852, 12.51551628112793, 11.072104454040527, 11.423064231872559, 11.307665824890137]","[-4.3884477615356445, -1.6593924760818481, -3.0472347736358643, -3.1896908283233643, -3.553931474685669, -3.9816501140594482, -4.637576103210449, -1.1167271137237549, -1.066544532775879, -2.7718892097473145]","[17.06171226501465, 10.996077537536621, -1.9293137788772583]","[17.032135009765625, 12.565508842468262, -2.368819236755371]","Vibrant forest, spiraling candy cane trees, luminous flora, ethereal mist, whimsical fauna, traditional motifs intertwined, pastel hues blending, dream-like atmosphere.","a lakota traditional symbol, with intricated colorful design, on a black backghround, made of the following elements, {\""astral travel\"": [0.24719524383544922], \""stardust in our bones\"": [0.2477375864982605], \""outer space\"": [0.24854618310928345], \""spiritual knowledge\"": [0.2506380081176758], \""transcendence\"": [0.25447314977645874]}"
"[0.7411993145942688, 0.7679806351661682, 0.7558379769325256, 0.7583975195884705, 0.7426350712776184, 0.7501626014709473, 0.735247790813446, 0.7535223364830017, 0.7614825963973999, 0.7571511268615723]",[136.8151476472962],"[2.7337050437927246, 2.016225814819336, 2.737034559249878, 2.326009511947632, 3.7297539710998535, 2.106081485748291, 3.508388042449951, 3.038499593734741, 1.0917142629623413, 3.659809112548828]",[-0.6965967594054433],[0.40751548039117486],"[16.02557373046875, 15.429803848266602, 14.84497356414795, 16.732608795166016, 14.12647819519043, 17.38605499267578, 15.429104804992676, 14.134870529174805, 16.546783447265625, 13.513870239257812]","[10.402596473693848, 9.843174934387207, 9.843827247619629, 12.923111915588379, 12.625826835632324, 11.340021133422852, 12.51551628112793, 11.072104454040527, 11.423064231872559, 11.307665824890137]","[-4.3884477615356445, -1.6593924760818481, -3.0472347736358643, -3.1896908283233643, -3.553931474685669, -3.9816501140594482, -4.637576103210449, -1.1167271137237549, -1.066544532775879, -2.7718892097473145]","[17.06171226501465, 10.996077537536621, -1.9293137788772583]","[17.032135009765625, 12.565508842468262, -2.368819236755371]","Vibrant forest, spiraling candy cane trees, luminous flora, ethereal mist, whimsical fauna, traditional motifs intertwined, pastel hues blending, dream-like atmosphere.","a lakota traditional symbol, with intricated colorful design, on a black backghround, made of the following elements, {\""astral travel\"": [0.24719524383544922], \""stardust in our bones\"": [0.2477375864982605], \""outer space\"": [0.24854618310928345], \""spiritual knowledge\"": [0.2506380081176758], \""transcendence\"": [0.25447314977645874]}"
"[0.7411993145942688, 0.7679806351661682, 0.7558379769325256, 0.7583975195884705, 0.7426350712776184, 0.7501626014709473, 0.735247790813446, 0.7535223364830017, 0.7614825963973999, 0.7571511268615723]",[136.75435753630484],"[2.7337050437927246, 2.016225814819336, 2.737034559249878, 2.326009511947632, 3.7297539710998535, 2.106081485748291, 3.508388042449951, 3.038499593734741, 1.0917142629623413, 3.659809112548828]",[-0.6949518803780231],[0.40751548039117486],"[16.02557373046875, 15.429803848266602, 14.84497356414795, 16.732608795166016, 14.12647819519043, 17.38605499267578, 15.429104804992676, 14.134870529174805, 16.546783447265625, 13.513870239257812]","[10.402596473693848, 9.843174934387207, 9.843827247619629, 12.923111915588379, 12.625826835632324, 11.340021133422852, 12.51551628112793, 11.072104454040527, 11.423064231872559, 11.307665824890137]","[-4.3884477615356445, -1.6593924760818481, -3.0472347736358643, -3.1896908283233643, -3.553931474685669, -3.9816501140594482, -4.637576103210449, -1.1167271137237549, -1.066544532775879, -2.7718892097473145]","[17.06171226501465, 10.996077537536621, -1.9293137788772583]","[17.032135009765625, 12.565508842468262, -2.368819236755371]","Vibrant forest, spiraling candy cane trees, luminous flora, ethereal mist, whimsical fauna, traditional motifs intertwined, pastel hues blending, dream-like atmosphere.","a lakota traditional symbol, with intricated colorful design, on a black backghround, made of the following elements, {\""astral travel\"": [0.24719524383544922], \""stardust in our bones\"": [0.2477375864982605], \""outer space\"": [0.24854618310928345], \""spiritual knowledge\"": [0.2506380081176758], \""transcendence\"": [0.25447314977645874]}"
"[0.7411993145942688, 0.7679806351661682, 0.7558379769325256, 0.7583975195884705, 0.7426350712776184, 0.7501626014709473, 0.735247790813446, 0.7535223364830017, 0.7614825963973999, 0.7571511268615723]",[149.67197515523452],"[2.7337050437927246, 2.016225814819336, 2.737034559249878, 2.326009511947632, 3.7297539710998535, 2.106081485748291, 3.508388042449951, 3.038499593734741, 1.0917142629623413, 3.659809112548828]",[-0.7034952098553757],[0.521841934240267],"[16.02557373046875, 15.429803848266602, 14.84497356414795, 16.732608795166016, 14.12647819519043, 17.38605499267578, 15.429104804992676, 14.134870529174805, 16.546783447265625, 13.513870239257812]","[10.402596473693848, 9.843174934387207, 9.843827247619629, 12.923111915588379, 12.625826835632324, 11.340021133422852, 12.51551628112793, 11.072104454040527, 11.423064231872559, 11.307665824890137]","[-4.3884477615356445, -1.6593924760818481, -3.0472347736358643, -3.1896908283233643, -3.553931474685669, -3.9816501140594482, -4.637576103210449, -1.1167271137237549, -1.066544532775879, -2.7718892097473145]","[17.06171226501465, 10.996077537536621, -1.9293137788772583]","[17.06647300720215, 12.490234375, -2.3166346549987793]","Vibrant forest, spiraling candy cane trees, luminous flora, ethereal mist, whimsical fauna, traditional motifs intertwined, pastel hues blending, dream-like atmosphere.","a lakota traditional symbol, with intricated colorful design, on a black backghround, made of the following elements, {\""astral travel\"": [0.24719524383544922], \""stardust in our bones\"": [0.2477375864982605], \""outer space\"": [0.24854618310928345], \""spiritual knowledge\"": [0.2506380081176758], \""transcendence\"": [0.25447314977645874]}"
"[0.7411993145942688, 0.7679806351661682, 0.7558379769325256, 0.7583975195884705, 0.7426350712776184, 0.7501626014709473, 0.735247790813446, 0.7535223364830017, 0.7614825963973999, 0.7571511268615723]",[149.61290425858056],"[2.7337050437927246, 2.016225814819336, 2.737034559249878, 2.326009511947632, 3.7297539710998535, 2.106081485748291, 3.508388042449951, 3.038499593734741, 1.0917142629623413, 3.659809112548828]",[-0.702017556871212],[0.521841934240267],"[16.02557373046875, 15.429803848266602, 14.84497356414795, 16.732608795166016, 14.12647819519043, 17.38605499267578, 15.429104804992676, 14.134870529174805, 16.546783447265625, 13.513870239257812]","[10.402596473693848, 9.843174934387207, 9.843827247619629, 12.923111915588379, 12.625826835632324, 11.340021133422852, 12.51551628112793, 11.072104454040527, 11.423064231872559, 11.307665824890137]","[-4.3884477615356445, -1.6593924760818481, -3.0472347736358643, -3.1896908283233643, -3.553931474685669, -3.9816501140594482, -4.637576103210449, -1.1167271137237549, -1.066544532775879, -2.7718892097473145]","[17.06171226501465, 10.996077537536621, -1.9293137788772583]","[17.06647300720215, 12.490234375, -2.3166346549987793]","Vibrant forest, spiraling candy cane trees, luminous flora, ethereal mist, whimsical fauna, traditional motifs intertwined, pastel hues blending, dream-like atmosphere.","a lakota traditional symbol, with intricated colorful design, on a black backghround, made of the following elements, {\""astral travel\"": [0.24719524383544922], \""stardust in our bones\"": [0.2477375864982605], \""outer space\"": [0.24854618310928345], \""spiritual knowledge\"": [0.2506380081176758], \""transcendence\"": [0.25447314977645874]}"
"[0.7411993145942688, 0.7679806351661682, 0.7558379769325256, 0.7583975195884705, 0.7426350712776184, 0.7501626014709473, 0.735247790813446, 0.7535223364830017, 0.7614825963973999, 0.7571511268615723]",[143.43254404071493],"[2.7337050437927246, 2.016225814819336, 2.737034559249878, 2.326009511947632, 3.7297539710998535, 2.106081485748291, 3.508388042449951, 3.038499593734741, 1.0917142629623413, 3.659809112548828]",[-0.7113774628979402],[-0.0561260711506336],"[16.02557373046875, 15.429803848266602, 14.84497356414795, 16.732608795166016, 14.12647819519043, 17.38605499267578, 15.429104804992676, 14.134870529174805, 16.546783447265625, 13.513870239257812]","[10.402596473693848, 9.843174934387207, 9.843827247619629, 12.923111915588379, 12.625826835632324, 11.340021133422852, 12.51551628112793, 11.072104454040527, 11.423064231872559, 11.307665824890137]","[-4.3884477615356445, -1.6593924760818481, -3.0472347736358643, -3.1896908283233643, -3.553931474685669, -3.9816501140594482, -4.637576103210449, -1.1167271137237549, -1.066544532775879, -2.7718892097473145]","[17.06171226501465, 10.996077537536621, -1.9293137788772583]","[17.06647300720215, 12.490234375, -2.3166346549987793]","Vibrant forest, spiraling candy cane trees, luminous flora, ethereal mist, whimsical fauna, traditional motifs intertwined, pastel hues blending, dream-like atmosphere.","a lakota traditional symbol, with intricated colorful design, on a black backghround, made of the following elements, {\""astral travel\"": [0.24719524383544922], \""stardust in our bones\"": [0.2477375864982605], \""outer space\"": [0.24854618310928345], \""spiritual knowledge\"": [0.2506380081176758], \""transcendence\"": [0.25447314977645874]}"
"[0.7411993145942688, 0.7679806351661682, 0.7558379769325256, 0.7583975195884705, 0.7426350712776184, 0.7501626014709473, 0.735247790813446, 0.7535223364830017, 0.7614825963973999, 0.7571511268615723]",[143.37488063687508],"[2.7337050437927246, 2.016225814819336, 2.737034559249878, 2.326009511947632, 3.7297539710998535, 2.106081485748291, 3.508388042449951, 3.038499593734741, 1.0917142629623413, 3.659809112548828]",[-0.7095967428552973],[-0.0561260711506336],"[16.02557373046875, 15.429803848266602, 14.84497356414795, 16.732608795166016, 14.12647819519043, 17.38605499267578, 15.429104804992676, 14.134870529174805, 16.546783447265625, 13.513870239257812]","[10.402596473693848, 9.843174934387207, 9.843827247619629, 12.923111915588379, 12.625826835632324, 11.340021133422852, 12.51551628112793, 11.072104454040527, 11.423064231872559, 11.307665824890137]","[-4.3884477615356445, -1.6593924760818481, -3.0472347736358643, -3.1896908283233643, -3.553931474685669, -3.9816501140594482, -4.637576103210449, -1.1167271137237549, -1.066544532775879, -2.7718892097473145]","[17.06171226501465, 10.996077537536621, -1.9293137788772583]","[17.06647300720215, 12.490234375, -2.3166346549987793]","Vibrant forest, spiraling candy cane trees, luminous flora, ethereal mist, whimsical fauna, traditional motifs intertwined, pastel hues blending, dream-like atmosphere.","a lakota traditional symbol, with intricated colorful design, on a black backghround, made of the following elements, {\""astral travel\"": [0.24719524383544922], \""stardust in our bones\"": [0.2477375864982605], \""outer space\"": [0.24854618310928345], \""spiritual knowledge\"": [0.2506380081176758], \""transcendence\"": [0.25447314977645874]}"
"[0.7411993145942688, 0.7679806351661682, 0.7558379769325256, 0.7583975195884705, 0.7426350712776184, 0.7501626014709473, 0.735247790813446, 0.7535223364830017, 0.7614825963973999, 0.7571511268615723]",[184.5111623239488],"[2.7337050437927246, 2.016225814819336, 2.737034559249878, 2.326009511947632, 3.7297539710998535, 2.106081485748291, 3.508388042449951, 3.038499593734741, 1.0917142629623413, 3.659809112548828]",[-0.7137039222574196],[-0.056029911728470466],"[16.02557373046875, 15.429803848266602, 14.84497356414795, 16.732608795166016, 14.12647819519043, 17.38605499267578, 15.429104804992676, 14.134870529174805, 16.546783447265625, 13.513870239257812]","[10.402596473693848, 9.843174934387207, 9.843827247619629, 12.923111915588379, 12.625826835632324, 11.340021133422852, 12.51551628112793, 11.072104454040527, 11.423064231872559, 11.307665824890137]","[-4.3884477615356445, -1.6593924760818481, -3.0472347736358643, -3.1896908283233643, -3.553931474685669, -3.9816501140594482, -4.637576103210449, -1.1167271137237549, -1.066544532775879, -2.7718892097473145]","[17.06171226501465, 10.996077537536621, -1.9293137788772583]","[17.06647300720215, 12.490234375, -2.3166346549987793]","Vibrant forest, spiraling candy cane trees, luminous flora, ethereal mist, whimsical fauna, traditional motifs intertwined, pastel hues blending, dream-like atmosphere.","a lakota traditional symbol, with intricated colorful design, on a black backghround, made of the following elements, {\""astral travel\"": [0.24719524383544922], \""stardust in our bones\"": [0.2477375864982605], \""outer space\"": [0.24854618310928345], \""spiritual knowledge\"": [0.2506380081176758], \""transcendence\"": [0.25447314977645874]}"
"[0.7411993145942688, 0.7679806351661682, 0.7558379769325256, 0.7583975195884705, 0.7426350712776184, 0.7501626014709473, 0.735247790813446, 0.7535223364830017, 0.7614825963973999, 0.7571511268615723]",[184.52243610039406],"[2.7337050437927246, 2.016225814819336, 2.737034559249878, 2.326009511947632, 3.7297539710998535, 2.106081485748291, 3.508388042449951, 3.038499593734741, 1.0917142629623413, 3.659809112548828]",[-0.7125305789581118],[-0.056029911728470466],"[16.02557373046875, 15.429803848266602, 14.84497356414795, 16.732608795166016, 14.12647819519043, 17.38605499267578, 15.429104804992676, 14.134870529174805, 16.546783447265625, 13.513870239257812]","[10.402596473693848, 9.843174934387207, 9.843827247619629, 12.923111915588379, 12.625826835632324, 11.340021133422852, 12.51551628112793, 11.072104454040527, 11.423064231872559, 11.307665824890137]","[-4.3884477615356445, -1.6593924760818481, -3.0472347736358643, -3.1896908283233643, -3.553931474685669, -3.9816501140594482, -4.637576103210449, -1.1167271137237549, -1.066544532775879, -2.7718892097473145]","[17.06171226501465, 10.996077537536621, -1.9293137788772583]","[17.06647300720215, 12.490234375, -2.3166346549987793]","Vibrant forest, spiraling candy cane trees, luminous flora, ethereal mist, whimsical fauna, traditional motifs intertwined, pastel hues blending, dream-like atmosphere.","a lakota traditional symbol, with intricated colorful design, on a black backghround, made of the following elements, {\""astral travel\"": [0.24719524383544922], \""stardust in our bones\"": [0.2477375864982605], \""outer space\"": [0.24854618310928345], \""spiritual knowledge\"": [0.2506380081176758], \""transcendence\"": [0.25447314977645874]}"
"[0.7411993145942688, 0.7679806351661682, 0.7558379769325256, 0.7583975195884705, 0.7426350712776184, 0.7501626014709473, 0.735247790813446, 0.7535223364830017, 0.7614825963973999, 0.7571511268615723]",[184.4888454367426],"[2.7337050437927246, 2.016225814819336, 2.737034559249878, 2.326009511947632, 3.7297539710998535, 2.106081485748291, 3.508388042449951, 3.038499593734741, 1.0917142629623413, 3.659809112548828]",[-0.7171370066715523],[-0.05593424485372959],"[16.02557373046875, 15.429803848266602, 14.84497356414795, 16.732608795166016, 14.12647819519043, 17.38605499267578, 15.429104804992676, 14.134870529174805, 16.546783447265625, 13.513870239257812]","[10.402596473693848, 9.843174934387207, 9.843827247619629, 12.923111915588379, 12.625826835632324, 11.340021133422852, 12.51551628112793, 11.072104454040527, 11.423064231872559, 11.307665824890137]","[-4.3884477615356445, -1.6593924760818481, -3.0472347736358643, -3.1896908283233643, -3.553931474685669, -3.9816501140594482, -4.637576103210449, -1.1167271137237549, -1.066544532775879, -2.7718892097473145]","[17.06171226501465, 10.996077537536621, -1.9293137788772583]","[17.06647300720215, 12.490234375, -2.3166346549987793]","Vibrant forest, spiraling candy cane trees, luminous flora, ethereal mist, whimsical fauna, traditional motifs intertwined, pastel hues blending, dream-like atmosphere.","a lakota traditional symbol, with intricated colorful design, on a black backghround, made of the following elements, {\""astral travel\"": [0.24719524383544922], \""stardust in our bones\"": [0.2477375864982605], \""outer space\"": [0.24854618310928345], \""spiritual knowledge\"": [0.2506380081176758], \""transcendence\"": [0.25447314977645874]}"
"[0.7411993145942688, 0.7679806351661682, 0.7558379769325256, 0.7583975195884705, 0.7426350712776184, 0.7501626014709473, 0.735247790813446, 0.7535223364830017, 0.7614825963973999, 0.7571511268615723]",[184.49620705479464],"[2.7337050437927246, 2.016225814819336, 2.737034559249878, 2.326009511947632, 3.7297539710998535, 2.106081485748291, 3.508388042449951, 3.038499593734741, 1.0917142629623413, 3.659809112548828]",[-0.7171370066715523],[-0.05593424485372959],"[16.02557373046875, 15.429803848266602, 14.84497356414795, 16.732608795166016, 14.12647819519043, 17.38605499267578, 15.429104804992676, 14.134870529174805, 16.546783447265625, 13.513870239257812]","[10.402596473693848, 9.843174934387207, 9.843827247619629, 12.923111915588379, 12.625826835632324, 11.340021133422852, 12.51551628112793, 11.072104454040527, 11.423064231872559, 11.307665824890137]","[-4.3884477615356445, -1.6593924760818481, -3.0472347736358643, -3.1896908283233643, -3.553931474685669, -3.9816501140594482, -4.637576103210449, -1.1167271137237549, -1.066544532775879, -2.7718892097473145]","[17.06171226501465, 10.996077537536621, -1.9293137788772583]","[17.06647300720215, 12.490234375, -2.3166346549987793]","Vibrant forest, spiraling candy cane trees, luminous flora, ethereal mist, whimsical fauna, traditional motifs intertwined, pastel hues blending, dream-like atmosphere.","a lakota traditional symbol, with intricated colorful design, on a black backghround, made of the following elements, {\""astral travel\"": [0.24719524383544922], \""stardust in our bones\"": [0.2477375864982605], \""outer space\"": [0.24854618310928345], \""spiritual knowledge\"": [0.2506380081176758], \""transcendence\"": [0.25447314977645874]}"
"[0.7411993145942688, 0.7679806351661682, 0.7558379769325256, 0.7583975195884705, 0.7426350712776184, 0.7501626014709473, 0.735247790813446, 0.7535223364830017, 0.7614825963973999, 0.7571511268615723]",[184.45984657017817],"[2.7337050437927246, 2.016225814819336, 2.737034559249878, 2.326009511947632, 3.7297539710998535, 2.106081485748291, 3.508388042449951, 3.038499593734741, 1.0917142629623413, 3.659809112548828]",[-0.7164173861510436],[-0.05593424485372959],"[16.02557373046875, 15.429803848266602, 14.84497356414795, 16.732608795166016, 14.12647819519043, 17.38605499267578, 15.429104804992676, 14.134870529174805, 16.546783447265625, 13.513870239257812]","[10.402596473693848, 9.843174934387207, 9.843827247619629, 12.923111915588379, 12.625826835632324, 11.340021133422852, 12.51551628112793, 11.072104454040527, 11.423064231872559, 11.307665824890137]","[-4.3884477615356445, -1.6593924760818481, -3.0472347736358643, -3.1896908283233643, -3.553931474685669, -3.9816501140594482, -4.637576103210449, -1.1167271137237549, -1.066544532775879, -2.7718892097473145]","[17.06171226501465, 10.996077537536621, -1.9293137788772583]","[17.06647300720215, 12.490234375, -2.3166346549987793]","Vibrant forest, spiraling candy cane trees, luminous flora, ethereal mist, whimsical fauna, traditional motifs intertwined, pastel hues blending, dream-like atmosphere.","a lakota traditional symbol, with intricated colorful design, on a black backghround, made of the following elements, {\""astral travel\"": [0.24719524383544922], \""stardust in our bones\"": [0.2477375864982605], \""outer space\"": [0.24854618310928345], \""spiritual knowledge\"": [0.2506380081176758], \""transcendence\"": [0.25447314977645874]}"
"[0.7411993145942688, 0.7679806351661682, 0.7558379769325256, 0.7583975195884705, 0.7426350712776184, 0.7501626014709473, 0.735247790813446, 0.7535223364830017, 0.7614825963973999, 0.7571511268615723]",[184.45984657017817],"[2.7337050437927246, 2.016225814819336, 2.737034559249878, 2.326009511947632, 3.7297539710998535, 2.106081485748291, 3.508388042449951, 3.038499593734741, 1.0917142629623413, 3.659809112548828]",[-0.7193132650520357],[-0.17183509427537205],"[16.02557373046875, 15.429803848266602, 14.84497356414795, 16.732608795166016, 14.12647819519043, 17.38605499267578, 15.429104804992676, 14.134870529174805, 16.546783447265625, 13.513870239257812]","[10.402596473693848, 9.843174934387207, 9.843827247619629, 12.923111915588379, 12.625826835632324, 11.340021133422852, 12.51551628112793, 11.072104454040527, 11.423064231872559, 11.307665824890137]","[-4.3884477615356445, -1.6593924760818481, -3.0472347736358643, -3.1896908283233643, -3.553931474685669, -3.9816501140594482, -4.637576103210449, -1.1167271137237549, -1.066544532775879, -2.7718892097473145]","[17.06171226501465, 10.996077537536621, -1.9293137788772583]","[17.06647300720215, 12.490234375, -2.3166346549987793]","Vibrant forest, spiraling candy cane trees, luminous flora, ethereal mist, whimsical fauna, traditional motifs intertwined, pastel hues blending, dream-like atmosphere.","a lakota traditional symbol, with intricated colorful design, on a black backghround, made of the following elements, {\""astral travel\"": [0.24719524383544922], \""stardust in our bones\"": [0.2477375864982605], \""outer space\"": [0.24854618310928345], \""spiritual knowledge\"": [0.2506380081176758], \""transcendence\"": [0.25447314977645874]}"
"[0.7411993145942688, 0.7679806351661682, 0.7558379769325256, 0.7583975195884705, 0.7426350712776184, 0.7501626014709473, 0.735247790813446, 0.7535223364830017, 0.7614825963973999, 0.7571511268615723]",[184.46430825664353],"[2.7337050437927246, 2.016225814819336, 2.737034559249878, 2.326009511947632, 3.7297539710998535, 2.106081485748291, 3.508388042449951, 3.038499593734741, 1.0917142629623413, 3.659809112548828]",[-0.7194061584432294],[-0.17183509427537205],"[16.02557373046875, 15.429803848266602, 14.84497356414795, 16.732608795166016, 14.12647819519043, 17.38605499267578, 15.429104804992676, 14.134870529174805, 16.546783447265625, 13.513870239257812]","[10.402596473693848, 9.843174934387207, 9.843827247619629, 12.923111915588379, 12.625826835632324, 11.340021133422852, 12.51551628112793, 11.072104454040527, 11.423064231872559, 11.307665824890137]","[-4.3884477615356445, -1.6593924760818481, -3.0472347736358643, -3.1896908283233643, -3.553931474685669, -3.9816501140594482, -4.637576103210449, -1.1167271137237549, -1.066544532775879, -2.7718892097473145]","[17.06171226501465, 10.996077537536621, -1.9293137788772583]","[17.06647300720215, 12.490234375, -2.3166346549987793]","Vibrant forest, spiraling candy cane trees, luminous flora, ethereal mist, whimsical fauna, traditional motifs intertwined, pastel hues blending, dream-like atmosphere.","a lakota traditional symbol, with intricated colorful design, on a black backghround, made of the following elements, {\""astral travel\"": [0.24719524383544922], \""stardust in our bones\"": [0.2477375864982605], \""outer space\"": [0.24854618310928345], \""spiritual knowledge\"": [0.2506380081176758], \""transcendence\"": [0.25447314977645874]}"
